return_id,order_id,return_date,return_reason,refund_amount
R0018175,O00359936,2026-07-02,Late Delivery,144.25
R0018176,O00018911,2025-10-01,Customer Changed Mind,444.5
R0018177,O00199362,2026-04-21,Wrong Item,432.73
R0018178,O00332886,2025-08-28,Wrong Item,63.89
R0018179,O00329650,2025-10-01,Wrong Item,382.21
R0018180,O00266943,2026-06-11,Customer Changed Mind,409.37
R0018181,O00454838,2026-02-03,Customer Changed Mind,180.41
R0018182,O00058454,2025-10-17,Late Delivery,305.51
R0018183,O00083438,2026-03-22,Wrong Item,63.04
R0018184,O00209010,2026-01-09,Late Delivery,330.44
R0018185,O00212090,2026-07-15,Wrong Item,230.02
R0018186,O00078329,2026-03-19,Late Delivery,231.24
R0018187,O00163746,2026-03-14,Wrong Item,276.52
R0018188,O00193508,2025-10-15,Wrong Item,114.89
R0018189,O00276893,2025-09-19,Wrong Item,282.62
R0018190,O00288294,2026-06-19,Wrong Item,273.22
R0018191,O00445279,2025-11-27,Wrong Item,255.64
R0018192,O00218885,2026-03-18,Damaged Product,454.68
R0018193,O00241366,2026-04-20,Damaged Product,50.59
R0018194,O00246979,2026-07-30,Late Delivery,163.57
R0018195,O00472634,2025-11-26,Damaged Product,244.23
R0018196,O00320231,2025-11-29,Damaged Product,145.35
R0018197,O00438767,2025-12-27,Customer Changed Mind,364.2
R0018198,O00471827,2025-11-17,Customer Changed Mind,404.81
R0018199,O00483778,2026-08-16,Wrong Item,483.84
R0018200,O00364188,2026-01-04,Wrong Item,131.28
R0018201,O00270161,2026-08-24,Late Delivery,360.9
R0018202,O00133884,2026-04-23,Customer Changed Mind,388.08
R0018203,O00176557,2025-12-12,Wrong Item,299.2
R0018204,O00238330,2026-07-25,Late Delivery,81.73
R0018205,O00291959,2025-12-31,Customer Changed Mind,374.68
R0018206,O00043740,2026-02-01,Customer Changed Mind,158.36
R0018207,O00028201,2026-02-22,Damaged Product,304.36
R0018208,O00040486,2026-01-18,Wrong Item,63.77
R0018209,O00339449,2026-03-25,Late Delivery,351.53
R0018210,O00322437,2026-07-28,Customer Changed Mind,408.57
R0018211,O00382411,2025-12-08,Damaged Product,288.27
R0018212,O00220420,2026-01-07,Customer Changed Mind,21.92
R0018213,O00379123,2025-11-07,Wrong Item,258.45
R0018214,O00225728,2026-07-14,Late Delivery,490.81
R0018215,O00051478,2026-06-15,Damaged Product,448.47
R0018216,O00038327,2025-12-26,Late Delivery,289.01
R0018217,O00034461,2026-03-25,Wrong Item,267.14
R0018218,O00391869,2025-12-23,Damaged Product,109.05
R0018219,O00105348,2026-05-23,Late Delivery,241.29
R0018220,O00454500,2025-10-31,Customer Changed Mind,349.33
R0018221,O00265391,2026-02-09,Late Delivery,355.57
R0018222,O00472047,2025-10-23,Customer Changed Mind,207.63
R0018223,O00236768,2026-02-05,Wrong Item,89.63
R0018224,O00266933,2026-04-26,Wrong Item,135.26
R0018225,O00175531,2026-02-27,Damaged Product,379.85
R0018226,O00268771,2026-07-01,Wrong Item,360.17
R0018227,O00181754,2026-06-28,Late Delivery,217.23
R0018228,O00434387,2026-05-16,Damaged Product,159.82
R0018229,O00348997,2026-03-15,Customer Changed Mind,462.41
R0018230,O00380481,2025-11-22,Late Delivery,270.08
R0018231,O00008897,2025-10-31,Wrong Item,383.46
R0018232,O00143939,2026-05-13,Damaged Product,198.07
R0018233,O00202421,2026-02-17,Customer Changed Mind,439.06
R0018234,O00396948,2026-02-11,Late Delivery,116.47
R0018235,O00244140,2025-08-28,Late Delivery,355.06
R0018236,O00442522,2025-12-23,Wrong Item,370.13
R0018237,O00100678,2026-08-19,Customer Changed Mind,118.56
R0018238,O00027320,2025-11-05,Wrong Item,412.67
R0018239,O00323145,2026-04-22,Damaged Product,469.18
R0018240,O00341547,2026-07-09,Wrong Item,453.06
R0018241,O00130744,2026-07-14,Late Delivery,319.62
R0018242,O00229622,2025-12-31,Late Delivery,18.98
R0018243,O00226611,2025-09-04,Customer Changed Mind,196.37
R0018244,O00129676,2026-08-03,Damaged Product,104.91
R0018245,O00189584,2025-12-22,Damaged Product,47.7
R0018246,O00090072,2026-02-21,Customer Changed Mind,94.58
R0018247,O00242275,2026-07-29,Late Delivery,270.2
R0018248,O00211124,2025-12-02,Late Delivery,290.7
R0018249,O00475571,2025-12-03,Customer Changed Mind,129.43
R0018250,O00464416,2026-01-28,Late Delivery,322.87
R0018251,O00453761,2026-04-29,Wrong Item,118.11
R0018252,O00140481,2025-12-31,Customer Changed Mind,417.4
R0018253,O00370190,2025-11-12,Damaged Product,275.75
R0018254,O00074974,2026-08-07,Late Delivery,283.56
R0018255,O00387363,2025-10-05,Customer Changed Mind,138.59
R0018256,O00326344,2026-04-26,Customer Changed Mind,331.98
R0018257,O00359626,2026-04-08,Wrong Item,147.27
R0018258,O00442872,2026-04-15,Damaged Product,339.62
R0018259,O00412070,2025-12-15,Customer Changed Mind,180.3
R0018260,O00236363,2026-01-15,Wrong Item,197.44
R0018261,O00116350,2025-12-11,Customer Changed Mind,12.01
R0018262,O00033450,2025-10-27,Customer Changed Mind,264.61
R0018263,O00148766,2026-08-12,Wrong Item,133.77
R0018264,O00114507,2025-10-29,Customer Changed Mind,104.58
R0018265,O00336793,2026-01-22,Customer Changed Mind,358.49
R0018266,O00148490,2025-10-05,Wrong Item,24.06
R0018267,O00145026,2025-11-27,Customer Changed Mind,418.07
R0018268,O00174015,2025-09-11,Late Delivery,313.35
R0018269,O00300848,2026-07-30,Wrong Item,299.94
R0018270,O00460402,2026-04-06,Damaged Product,319.11
R0018271,O00376869,2026-08-25,Damaged Product,22.68
R0018272,O00413980,2026-04-06,Wrong Item,359.7
R0018273,O00347516,2026-03-21,Late Delivery,142.75
R0018274,O00115380,2026-07-16,Late Delivery,207.78
R0018275,O00060830,2026-06-28,Late Delivery,64.23
R0018276,O00201091,2026-05-02,Damaged Product,472.19
R0018277,O00283186,2026-08-23,Wrong Item,260.98
R0018278,O00480227,2025-12-09,Wrong Item,229.12
R0018279,O00204401,2026-05-10,Customer Changed Mind,319.63
R0018280,O00072966,2026-03-01,Damaged Product,252.12
R0018281,O00256798,2025-10-23,Damaged Product,145.11
R0018282,O00302706,2026-06-22,Damaged Product,273.44
R0018283,O00175986,2025-10-02,Late Delivery,492.68
R0018284,O00392850,2026-01-20,Late Delivery,325.89
R0018285,O00242802,2026-01-09,Damaged Product,177.75
R0018286,O00360926,2026-04-17,Wrong Item,167.98
R0018287,O00409732,2025-10-06,Damaged Product,292.27
R0018288,O00008795,2026-03-05,Wrong Item,125.21
R0018289,O00441300,2025-11-30,Damaged Product,302.33
R0018290,O00356555,2026-04-09,Customer Changed Mind,452.28
R0018291,O00218750,2026-04-07,Customer Changed Mind,36.93
R0018292,O00034113,2025-08-29,Wrong Item,321.53
R0018293,O00153140,2025-10-06,Wrong Item,382.51
R0018294,O00373934,2025-12-24,Late Delivery,191.37
R0018295,O00466357,2025-12-31,Customer Changed Mind,27.2
R0018296,O00380646,2025-10-25,Damaged Product,433.64
R0018297,O00010686,2025-09-24,Wrong Item,198.83
R0018298,O00339083,2025-11-04,Late Delivery,313.54
R0018299,O00176617,2026-04-17,Customer Changed Mind,225.83
R0018300,O00385451,2026-08-19,Damaged Product,274.54
R0018301,O00201372,2026-06-08,Late Delivery,495.02
R0018302,O00345660,2026-05-31,Damaged Product,264.84
R0018303,O00237096,2026-02-10,Customer Changed Mind,238.62
R0018304,O00135659,2026-06-24,Late Delivery,472.73
R0018305,O00346573,2026-01-01,Damaged Product,337.49
R0018306,O00007691,2026-02-23,Late Delivery,43.14
R0018307,O00400912,2026-04-26,Customer Changed Mind,387.38
R0018308,O00013881,2026-06-23,Customer Changed Mind,156.31
R0018309,O00214948,2026-02-23,Damaged Product,452.13
R0018310,O00274056,2026-01-01,Customer Changed Mind,121.13
R0018311,O00238949,2025-09-28,Late Delivery,35.24
R0018312,O00115295,2026-07-17,Customer Changed Mind,17.63
R0018313,O00139594,2026-06-13,Damaged Product,451.31
R0018314,O00098285,2026-05-17,Wrong Item,382.66
R0018315,O00450591,2026-08-13,Damaged Product,496.72
R0018316,O00411723,2025-09-22,Damaged Product,14.7
R0018317,O00432496,2026-04-03,Late Delivery,296.57
R0018318,O00390651,2026-07-14,Customer Changed Mind,348.26
R0018319,O00287427,2026-06-25,Wrong Item,276.77
R0018320,O00273413,2026-03-25,Wrong Item,403.85
R0018321,O00482002,2026-02-08,Damaged Product,36.45
R0018322,O00317741,2025-12-13,Damaged Product,222.35
R0018323,O00075192,2026-07-29,Customer Changed Mind,40.47
R0018324,O00411102,2026-01-16,Late Delivery,143.91
R0018325,O00220008,2025-09-11,Customer Changed Mind,86.66
R0018326,O00234112,2025-08-29,Late Delivery,43.45
R0018327,O00323246,2025-12-14,Damaged Product,115.43
R0018328,O00345727,2026-02-05,Late Delivery,126.3
R0018329,O00454212,2026-05-26,Damaged Product,286.89
R0018330,O00170993,2025-10-17,Late Delivery,50.93
R0018331,O00231134,2026-02-04,Late Delivery,369.27
R0018332,O00221967,2025-11-11,Damaged Product,265.05
R0018333,O00303542,2025-09-28,Customer Changed Mind,74.33
R0018334,O00469142,2026-07-21,Damaged Product,264.84
R0018335,O00198906,2026-05-08,Damaged Product,18.24
R0018336,O00452050,2026-07-21,Damaged Product,214.29
R0018337,O00456067,2026-02-21,Customer Changed Mind,405.66
R0018338,O00308131,2026-03-17,Damaged Product,430.65
R0018339,O00457357,2025-10-13,Wrong Item,207.24
R0018340,O00410186,2026-07-28,Damaged Product,235.91
R0018341,O00333714,2026-05-27,Damaged Product,392.97
R0018342,O00334855,2026-02-23,Customer Changed Mind,350.52
R0018343,O00421984,2025-10-06,Wrong Item,81.49
R0018344,O00133320,2026-02-19,Late Delivery,213.35
R0018345,O00482933,2026-05-15,Damaged Product,131.25
R0018346,O00105715,2026-02-28,Late Delivery,136.32
R0018347,O00258766,2026-05-30,Damaged Product,166.36
R0018348,O00156209,2026-02-16,Customer Changed Mind,56.08
R0018349,O00032638,2026-04-13,Customer Changed Mind,413.14
R0018350,O00480190,2026-01-26,Damaged Product,193.76
R0018351,O00110056,2026-06-28,Customer Changed Mind,40.05
R0018352,O00131722,2026-05-27,Wrong Item,29.48
R0018353,O00431218,2026-03-25,Late Delivery,171.76
R0018354,O00449019,2025-10-26,Customer Changed Mind,372.04
R0018355,O00059483,2026-03-31,Late Delivery,470.83
R0018356,O00065419,2026-05-10,Customer Changed Mind,261.37
R0018357,O00182280,2026-01-06,Wrong Item,68.86
R0018358,O00085887,2025-10-20,Wrong Item,375.29
R0018359,O00385138,2025-10-14,Wrong Item,145.94
R0018360,O00396372,2025-11-05,Wrong Item,388.8
R0018361,O00154372,2026-05-28,Damaged Product,23.53
R0018362,O00099757,2026-06-30,Late Delivery,71.35
R0018363,O00186106,2025-12-13,Wrong Item,84.78
R0018364,O00094751,2025-09-04,Damaged Product,397.21
R0018365,O00387359,2026-08-25,Damaged Product,354.56
R0018366,O00157101,2026-01-14,Wrong Item,42.69
R0018367,O00157243,2026-07-29,Wrong Item,103.81
R0018368,O00327586,2025-10-01,Damaged Product,211.58
R0018369,O00059326,2026-05-18,Customer Changed Mind,278.55
R0018370,O00070354,2025-10-31,Damaged Product,208.71
R0018371,O00005816,2025-11-01,Late Delivery,287.76
R0018372,O00124528,2026-04-30,Damaged Product,395.27
R0018373,O00182711,2026-06-15,Late Delivery,73.31
R0018374,O00081655,2025-09-19,Customer Changed Mind,337.4
R0018375,O00381407,2025-12-07,Late Delivery,263.86
R0018376,O00254930,2026-08-02,Late Delivery,395.47
R0018377,O00177623,2026-05-29,Wrong Item,405.64
R0018378,O00104338,2026-03-28,Late Delivery,277.49
R0018379,O00492943,2026-06-06,Damaged Product,140.25
R0018380,O00302429,2025-09-18,Damaged Product,315.19
R0018381,O00300871,2026-08-14,Damaged Product,264.92
R0018382,O00276252,2025-12-15,Late Delivery,90.97
R0018383,O00405808,2026-08-05,Late Delivery,408.31
R0018384,O00276204,2026-04-26,Late Delivery,225.32
R0018385,O00421748,2026-05-27,Wrong Item,458.18
R0018386,O00107676,2026-04-16,Customer Changed Mind,433.17
R0018387,O00350959,2025-12-07,Late Delivery,197.68
R0018388,O00040156,2026-04-12,Wrong Item,194.02
R0018389,O00433926,2025-11-29,Damaged Product,319.02
R0018390,O00108407,2026-02-04,Damaged Product,460.58
R0018391,O00065316,2026-01-02,Wrong Item,304.83
R0018392,O00416935,2026-03-26,Damaged Product,289.22
R0018393,O00246968,2025-12-22,Damaged Product,54.74
R0018394,O00135392,2025-09-03,Wrong Item,453.51
R0018395,O00235674,2025-09-20,Wrong Item,353.36
R0018396,O00439041,2026-02-19,Wrong Item,333.82
R0018397,O00468054,2026-01-23,Customer Changed Mind,441.77
R0018398,O00491810,2025-12-07,Wrong Item,25.1
R0018399,O00078694,2026-05-26,Damaged Product,164.36
R0018400,O00415659,2026-01-16,Customer Changed Mind,322.25
R0018401,O00413900,2026-02-01,Late Delivery,147.76
R0018402,O00427696,2026-03-08,Damaged Product,310.67
R0018403,O00340595,2025-11-23,Late Delivery,104.75
R0018404,O00240390,2025-11-04,Damaged Product,322.13
R0018405,O00158205,2026-06-26,Late Delivery,394.59
R0018406,O00185641,2025-11-01,Customer Changed Mind,128.25
R0018407,O00310241,2026-07-04,Wrong Item,482.39
R0018408,O00483026,2026-03-18,Customer Changed Mind,284.68
R0018409,O00160040,2026-02-02,Wrong Item,295.68
R0018410,O00232218,2026-06-18,Customer Changed Mind,51.47
R0018411,O00213208,2026-05-26,Damaged Product,458.49
R0018412,O00149598,2026-07-26,Damaged Product,379.62
R0018413,O00302848,2025-10-20,Customer Changed Mind,141.66
R0018414,O00414143,2026-04-02,Damaged Product,471.3
R0018415,O00356646,2026-04-02,Customer Changed Mind,443.4
R0018416,O00044636,2026-07-23,Late Delivery,250.59
R0018417,O00018013,2026-03-17,Late Delivery,132.25
R0018418,O00460544,2025-11-06,Damaged Product,245.9
R0018419,O00068794,2026-04-16,Customer Changed Mind,148.29
R0018420,O00131804,2026-06-13,Customer Changed Mind,166.93
R0018421,O00201357,2026-02-07,Damaged Product,271.87
R0018422,O00265080,2025-12-20,Wrong Item,189.3
R0018423,O00151114,2025-11-21,Late Delivery,405.67
R0018424,O00348364,2025-08-25,Wrong Item,375.48
R0018425,O00162895,2026-05-18,Wrong Item,478.11
R0018426,O00461887,2026-02-28,Damaged Product,465.84
R0018427,O00146191,2025-11-06,Wrong Item,227.81
R0018428,O00483376,2026-05-06,Customer Changed Mind,74.13
R0018429,O00046745,2025-12-22,Customer Changed Mind,81.93
R0018430,O00471843,2026-08-25,Late Delivery,342.2
R0018431,O00266414,2026-08-22,Damaged Product,240.1
R0018432,O00090688,2025-12-10,Customer Changed Mind,401.44
R0018433,O00043297,2025-10-22,Wrong Item,495.09
R0018434,O00181867,2026-05-07,Wrong Item,392.39
R0018435,O00020384,2026-02-22,Customer Changed Mind,79.34
R0018436,O00420310,2025-10-25,Customer Changed Mind,465.92
R0018437,O00367575,2025-12-04,Damaged Product,381.31
R0018438,O00417149,2025-12-26,Customer Changed Mind,201.36
R0018439,O00165685,2026-02-03,Wrong Item,350.51
R0018440,O00268103,2025-10-09,Customer Changed Mind,114.32
R0018441,O00216052,2026-06-30,Wrong Item,446.33
R0018442,O00440787,2026-01-17,Late Delivery,249.47
R0018443,O00201773,2025-11-24,Wrong Item,366.37
R0018444,O00135302,2025-12-24,Customer Changed Mind,462.5
R0018445,O00165202,2026-05-15,Late Delivery,166.95
R0018446,O00279213,2026-02-16,Customer Changed Mind,445.15
R0018447,O00498615,2026-05-10,Late Delivery,231.21
R0018448,O00217088,2025-11-26,Customer Changed Mind,204.99
R0018449,O00392133,2026-02-02,Late Delivery,394.1
R0018450,O00203321,2026-05-21,Damaged Product,313.83
R0018451,O00156399,2026-02-25,Wrong Item,96.41
R0018452,O00353598,2025-12-29,Late Delivery,187.02
R0018453,O00205220,2025-10-25,Damaged Product,209.76
R0018454,O00440789,2026-03-21,Customer Changed Mind,292.76
R0018455,O00034235,2025-11-02,Customer Changed Mind,276.45
R0018456,O00135184,2026-08-20,Late Delivery,285.21
R0018457,O00358008,2026-07-30,Wrong Item,453.79
R0018458,O00328364,2026-03-06,Damaged Product,391.87
R0018459,O00041444,2026-06-15,Damaged Product,371.81
R0018460,O00245960,2026-02-25,Damaged Product,112.8
R0018461,O00140813,2025-08-26,Late Delivery,436.26
R0018462,O00380500,2025-10-09,Damaged Product,135.62
R0018463,O00403974,2026-04-15,Late Delivery,61.27
R0018464,O00091209,2025-09-19,Wrong Item,169.84
R0018465,O00276137,2026-03-03,Customer Changed Mind,377.54
R0018466,O00059824,2026-03-30,Customer Changed Mind,100.12
R0018467,O00476527,2026-07-18,Wrong Item,436.01
R0018468,O00167420,2025-08-26,Wrong Item,297.85
R0018469,O00493405,2026-05-07,Damaged Product,415.72
R0018470,O00267612,2025-12-30,Customer Changed Mind,345.09
R0018471,O00015936,2026-08-15,Wrong Item,138.4
R0018472,O00012583,2025-11-25,Customer Changed Mind,231.64
R0018473,O00256735,2026-06-21,Late Delivery,315.76
R0018474,O00003170,2026-01-13,Customer Changed Mind,144.28
R0018475,O00060258,2026-02-14,Damaged Product,82.29
R0018476,O00361997,2025-10-24,Customer Changed Mind,105.27
R0018477,O00330221,2026-03-31,Customer Changed Mind,439.95
R0018478,O00362549,2025-11-02,Customer Changed Mind,328.96
R0018479,O00022817,2026-03-21,Wrong Item,10.61
R0018480,O00397287,2025-11-24,Damaged Product,324.74
R0018481,O00005555,2026-06-15,Damaged Product,125.05
R0018482,O00074122,2025-08-25,Late Delivery,126.47
R0018483,O00479820,2025-10-30,Wrong Item,167.36
R0018484,O00163952,2025-10-10,Wrong Item,394.01
R0018485,O00380552,2025-09-04,Customer Changed Mind,475.71
R0018486,O00163828,2026-08-01,Late Delivery,18.1
R0018487,O00353151,2026-06-13,Late Delivery,212.14
R0018488,O00254681,2025-09-28,Wrong Item,74.81
R0018489,O00075239,2026-05-25,Customer Changed Mind,295.88
R0018490,O00401865,2025-09-13,Damaged Product,421.76
R0018491,O00084524,2026-04-07,Damaged Product,118.46
R0018492,O00248123,2026-08-25,Wrong Item,376.37
R0018493,O00312215,2026-03-25,Wrong Item,298.1
R0018494,O00465446,2025-11-05,Wrong Item,76.5
R0018495,O00335176,2026-04-21,Wrong Item,111.6
R0018496,O00423341,2026-08-05,Customer Changed Mind,135.27
R0018497,O00421313,2025-11-22,Damaged Product,399.18
R0018498,O00005951,2026-07-22,Customer Changed Mind,374.54
R0018499,O00153848,2026-08-04,Damaged Product,33.05
R0018500,O00438517,2025-09-22,Damaged Product,471.23
R0018501,O00027632,2025-11-05,Damaged Product,405.72
R0018502,O00332097,2025-11-29,Late Delivery,280.59
R0018503,O00061577,2026-05-14,Wrong Item,259.11
R0018504,O00329726,2025-09-27,Customer Changed Mind,488.0
R0018505,O00359503,2025-10-28,Damaged Product,200.11
R0018506,O00383289,2026-03-04,Damaged Product,112.06
R0018507,O00331774,2026-04-17,Wrong Item,248.58
R0018508,O00414998,2026-07-03,Customer Changed Mind,495.77
R0018509,O00041833,2025-09-09,Late Delivery,94.56
R0018510,O00449452,2025-10-14,Wrong Item,212.96
R0018511,O00410166,2025-10-09,Damaged Product,142.27
R0018512,O00184921,2026-03-17,Damaged Product,313.44
R0018513,O00143223,2025-10-24,Damaged Product,246.84
R0018514,O00484426,2025-11-11,Damaged Product,377.28
R0018515,O00424245,2026-02-19,Damaged Product,263.78
R0018516,O00380942,2025-11-27,Wrong Item,261.35
R0018517,O00079518,2026-03-29,Wrong Item,128.45
R0018518,O00477926,2026-02-03,Wrong Item,171.9
R0018519,O00260407,2026-07-11,Customer Changed Mind,302.63
R0018520,O00420618,2026-01-17,Wrong Item,21.34
R0018521,O00268621,2026-02-02,Wrong Item,172.81
R0018522,O00226521,2026-06-05,Customer Changed Mind,257.37
R0018523,O00067483,2026-08-21,Customer Changed Mind,52.79
R0018524,O00170790,2025-12-20,Wrong Item,455.27
R0018525,O00035080,2025-09-18,Customer Changed Mind,236.3
R0018526,O00203416,2026-01-19,Wrong Item,182.67
R0018527,O00256271,2025-11-21,Damaged Product,412.7
R0018528,O00263834,2026-03-28,Customer Changed Mind,258.58
R0018529,O00405836,2025-08-31,Customer Changed Mind,136.3
R0018530,O00153026,2025-10-03,Wrong Item,362.05
R0018531,O00304393,2025-10-30,Wrong Item,79.68
R0018532,O00200560,2026-08-07,Damaged Product,429.6
R0018533,O00279186,2026-03-02,Damaged Product,205.36
R0018534,O00324957,2026-04-09,Customer Changed Mind,331.29
R0018535,O00054246,2026-07-23,Wrong Item,431.91
R0018536,O00298613,2026-05-05,Wrong Item,495.99
R0018537,O00288832,2026-07-03,Damaged Product,472.79
R0018538,O00241748,2026-08-15,Customer Changed Mind,348.67
R0018539,O00246146,2025-12-10,Customer Changed Mind,53.06
R0018540,O00300092,2026-07-01,Late Delivery,399.18
R0018541,O00010540,2026-01-26,Late Delivery,33.62
R0018542,O00123981,2026-05-10,Wrong Item,25.26
R0018543,O00007658,2026-07-23,Damaged Product,15.5
R0018544,O00117863,2025-10-01,Damaged Product,471.56
R0018545,O00413728,2026-02-11,Damaged Product,410.1
R0018546,O00483799,2026-01-04,Damaged Product,408.65
R0018547,O00423612,2026-03-13,Wrong Item,96.82
R0018548,O00438906,2025-11-30,Wrong Item,108.16
R0018549,O00125262,2026-08-20,Late Delivery,122.13
R0018550,O00164748,2026-05-02,Damaged Product,107.85
R0018551,O00060180,2025-09-30,Late Delivery,199.25
R0018552,O00444086,2026-04-15,Damaged Product,294.52
R0018553,O00433221,2025-08-28,Damaged Product,474.63
R0018554,O00332440,2026-04-03,Damaged Product,33.03
R0018555,O00153760,2026-02-18,Customer Changed Mind,380.69
R0018556,O00394136,2026-06-06,Customer Changed Mind,308.83
R0018557,O00321794,2026-04-19,Damaged Product,205.64
R0018558,O00167992,2025-09-11,Late Delivery,167.37
R0018559,O00402414,2026-08-12,Wrong Item,14.95
R0018560,O00149433,2025-11-18,Late Delivery,191.7
R0018561,O00230417,2026-08-02,Wrong Item,402.87
R0018562,O00002377,2026-06-18,Wrong Item,145.95
R0018563,O00123195,2026-06-28,Wrong Item,184.65
R0018564,O00181834,2025-08-27,Damaged Product,75.39
R0018565,O00232805,2025-12-10,Customer Changed Mind,266.44
R0018566,O00149131,2026-01-17,Customer Changed Mind,130.48
R0018567,O00045430,2026-03-09,Customer Changed Mind,485.77
R0018568,O00317291,2026-03-16,Late Delivery,161.9
R0018569,O00497394,2025-09-03,Damaged Product,250.61
R0018570,O00387647,2026-01-28,Customer Changed Mind,138.0
R0018571,O00471252,2026-05-05,Wrong Item,42.06
R0018572,O00096170,2025-11-11,Customer Changed Mind,266.33
R0018573,O00294709,2026-04-06,Late Delivery,72.73
R0018574,O00434095,2026-02-01,Customer Changed Mind,48.02
R0018575,O00134586,2026-04-13,Customer Changed Mind,234.56
R0018576,O00140674,2026-08-14,Customer Changed Mind,25.33
R0018577,O00084968,2025-12-26,Customer Changed Mind,48.1
R0018578,O00049439,2025-09-26,Damaged Product,215.29
R0018579,O00266631,2026-04-06,Damaged Product,148.61
R0018580,O00064522,2026-02-16,Customer Changed Mind,146.45
R0018581,O00192734,2026-07-19,Late Delivery,213.67
R0018582,O00119955,2025-12-20,Late Delivery,62.84
R0018583,O00426880,2026-01-23,Late Delivery,492.88
R0018584,O00372301,2025-12-13,Customer Changed Mind,128.74
R0018585,O00068938,2026-08-20,Customer Changed Mind,369.01
R0018586,O00101619,2026-01-04,Damaged Product,196.3
R0018587,O00445998,2026-03-03,Late Delivery,54.73
R0018588,O00240192,2026-04-13,Damaged Product,361.83
R0018589,O00478486,2025-10-31,Damaged Product,196.85
R0018590,O00345655,2025-09-20,Damaged Product,69.42
R0018591,O00314893,2025-12-13,Customer Changed Mind,335.16
R0018592,O00291201,2025-11-05,Late Delivery,13.01
R0018593,O00341818,2026-05-09,Customer Changed Mind,134.6
R0018594,O00131917,2026-05-12,Late Delivery,55.41
R0018595,O00109557,2025-12-07,Customer Changed Mind,56.05
R0018596,O00461856,2025-12-30,Late Delivery,476.36
R0018597,O00143252,2026-04-03,Damaged Product,302.23
R0018598,O00400058,2026-01-08,Late Delivery,214.46
R0018599,O00051651,2025-11-22,Customer Changed Mind,58.3
R0018600,O00089026,2026-04-02,Damaged Product,163.7
R0018601,O00080482,2026-03-08,Damaged Product,211.54
R0018602,O00006970,2026-08-23,Customer Changed Mind,158.47
R0018603,O00307476,2025-11-29,Customer Changed Mind,395.5
R0018604,O00481586,2025-11-27,Wrong Item,182.96
R0018605,O00014027,2025-12-08,Damaged Product,369.68
R0018606,O00263861,2026-05-20,Wrong Item,450.23
R0018607,O00399299,2025-10-19,Wrong Item,242.09
R0018608,O00463818,2026-05-20,Wrong Item,394.83
R0018609,O00129083,2025-10-29,Wrong Item,292.47
R0018610,O00346053,2026-05-27,Late Delivery,394.41
R0018611,O00479670,2025-12-26,Damaged Product,317.63
R0018612,O00131247,2026-07-26,Customer Changed Mind,39.08
R0018613,O00436609,2025-09-05,Wrong Item,495.15
R0018614,O00301053,2025-09-01,Customer Changed Mind,381.47
R0018615,O00346697,2026-05-16,Damaged Product,224.1
R0018616,O00364142,2025-09-10,Customer Changed Mind,72.38
R0018617,O00146448,2025-10-06,Damaged Product,233.64
R0018618,O00289752,2025-10-22,Customer Changed Mind,217.8
R0018619,O00370170,2026-01-07,Damaged Product,344.73
R0018620,O00383300,2026-08-21,Late Delivery,216.78
R0018621,O00382539,2026-02-21,Damaged Product,463.39
R0018622,O00457735,2025-12-08,Damaged Product,262.62
R0018623,O00250592,2025-11-30,Wrong Item,431.47
R0018624,O00463880,2025-09-22,Customer Changed Mind,229.81
R0018625,O00021838,2026-01-27,Wrong Item,464.59
R0018626,O00290803,2025-11-15,Customer Changed Mind,169.79
R0018627,O00261960,2026-06-03,Customer Changed Mind,381.43
R0018628,O00045448,2025-11-04,Damaged Product,152.71
R0018629,O00480070,2026-08-22,Wrong Item,23.3
R0018630,O00083622,2026-06-24,Customer Changed Mind,50.84
R0018631,O00256337,2026-06-18,Late Delivery,126.74
R0018632,O00264343,2026-03-12,Damaged Product,368.68
R0018633,O00323351,2026-04-25,Customer Changed Mind,244.76
R0018634,O00336430,2026-03-17,Customer Changed Mind,57.0
R0018635,O00107805,2026-03-30,Customer Changed Mind,232.82
R0018636,O00491667,2026-05-23,Wrong Item,22.72
R0018637,O00224253,2026-01-13,Customer Changed Mind,304.32
R0018638,O00260239,2025-09-22,Wrong Item,264.91
R0018639,O00190849,2026-05-16,Late Delivery,166.37
R0018640,O00476322,2026-05-27,Damaged Product,240.59
R0018641,O00048860,2026-03-28,Late Delivery,222.05
R0018642,O00058165,2026-01-28,Late Delivery,383.95
R0018643,O00304367,2025-12-17,Wrong Item,167.29
R0018644,O00389344,2026-06-26,Customer Changed Mind,320.59
R0018645,O00197777,2026-05-31,Wrong Item,68.58
R0018646,O00365540,2026-07-18,Late Delivery,144.84
R0018647,O00018726,2025-10-07,Wrong Item,167.44
R0018648,O00250841,2025-08-30,Customer Changed Mind,443.8
R0018649,O00102324,2026-08-17,Damaged Product,126.09
R0018650,O00218388,2026-05-02,Late Delivery,27.47
R0018651,O00349698,2025-10-09,Damaged Product,379.34
R0018652,O00121245,2026-01-21,Wrong Item,122.14
R0018653,O00157414,2025-12-22,Damaged Product,89.37
R0018654,O00107445,2025-12-26,Damaged Product,220.86
R0018655,O00229760,2026-08-03,Late Delivery,165.51
R0018656,O00391828,2025-11-19,Customer Changed Mind,181.41
R0018657,O00477080,2026-07-07,Late Delivery,244.13
R0018658,O00169081,2026-03-03,Customer Changed Mind,313.9
R0018659,O00086719,2026-07-13,Damaged Product,451.81
